id,player_id,game_id,team,goals,name
1106,39,124,Maregões,2,
1107,2,125,Branquelas,0,
1108,4,125,Branquelas,1,
1109,5,125,Branquelas,0,
1110,30,125,Branquelas,3,
1111,31,125,Branquelas,1,
1112,38,125,Branquelas,0,
1113,39,125,Branquelas,3,
1114,1,125,Maregões,1,
1115,8,125,Maregões,0,
1116,9,125,Maregões,1,
1117,12,125,Maregões,3,
1118,3,126,Branquelas,0,
1119,4,126,Branquelas,1,
1120,12,126,Branquelas,3,
1121,38,126,Branquelas,3,
1122,39,126,Branquelas,4,
1123,1,126,Maregões,1,
1124,11,126,Maregões,2,
1125,30,126,Maregões,3,
1126,40,126,Maregões,2,
1127,4,127,Branquelas,0,
1128,8,127,Branquelas,0,
1129,9,127,Branquelas,1,
1130,11,127,Branquelas,0,
1131,12,127,Branquelas,1,
1132,31,127,Branquelas,2,
1133,1,127,Maregões,1,
1134,2,127,Maregões,1,
1135,30,127,Maregões,2,
1136,38,127,Maregões,1,
1137,39,127,Maregões,2,
1138,40,127,Maregões,1,
1139,3,128,Branquelas,1,
1140,5,128,Branquelas,2,
1141,8,128,Branquelas,1,
1142,30,128,Branquelas,1,
1143,38,128,Branquelas,0,
1144,39,128,Branquelas,1,
1145,40,128,Branquelas,1,
1146,2,128,Maregões,0,
1147,4,128,Maregões,1,
1148,9,128,Maregões,4,
1149,1,129,Branquelas,0,
1150,9,129,Branquelas,2,
1151,31,129,Branquelas,1,
1152,38,129,Branquelas,0,
1153,39,129,Branquelas,4,
1154,3,129,Maregões,0,
1155,4,129,Maregões,0,
1156,5,129,Maregões,0,
1157,8,129,Maregões,0,
1158,11,129,Maregões,0,
1159,30,129,Maregões,4,
1160,3,130,Branquelas,0,
1161,5,130,Branquelas,0,
1162,9,130,Branquelas,3,
1163,11,130,Branquelas,2,
1164,30,130,Branquelas,2,
1165,1,130,Maregões,2,
1166,2,130,Maregões,2,
1167,4,130,Maregões,1,
1168,8,130,Maregões,0,
1169,31,130,Maregões,0,
1170,38,130,Maregões,2,
1171,39,130,Maregões,0,
1172,8,131,Branquelas,2,
1173,9,131,Branquelas,1,
1174,30,131,Branquelas,1,
1175,39,131,Branquelas,3,
1176,49,131,Branquelas,1,
1177,1,131,Maregões,1,
1178,4,131,Maregões,0,
1179,5,131,Maregões,1,
1180,11,131,Maregões,0,
1181,12,131,Maregões,2,
1182,41,131,Maregões,0,
1183,1,132,Branquelas,2,
1184,30,132,Branquelas,2,
1185,39,132,Branquelas,1,
1186,49,132,Branquelas,2,
1187,41,132,Branquelas,1,
1188,4,132,Maregões,0,
1189,11,132,Maregões,0,
1190,12,132,Maregões,2,
1191,37,132,Maregões,2,
1192,12,133,Branquelas,1,
1193,30,133,Branquelas,0,
1194,37,133,Branquelas,2,
1195,39,133,Branquelas,1,
1196,1,133,Maregões,2,
1197,4,133,Maregões,1,
1198,49,133,Maregões,2,
1199,41,133,Maregões,2,
1200,4,134,Branquelas,1,
1201,12,134,Branquelas,1,
1202,37,134,Branquelas,0,
1203,39,134,Branquelas,2,
1204,41,134,Branquelas,1,
1205,1,134,Maregões,3,
1206,8,134,Maregões,0,
1207,9,134,Maregões,2,
1208,1,135,Branquelas,1,
1209,47,135,Branquelas,0,
1210,19,135,Branquelas,4,
1211,33,135,Branquelas,4,
1212,13,135,Branquelas,0,
1213,42,135,Branquelas,1,
1214,20,135,Maregões,3,
1215,22,135,Maregões,1,
1216,27,135,Maregões,3,
1217,48,135,Maregões,1,
1218,43,135,Maregões,3,
1219,44,135,Maregões,0,
1220,1,136,Branquelas,2,
1221,30,136,Branquelas,0,
1222,39,136,Branquelas,0,
1223,49,136,Branquelas,0,
1224,3,136,Maregões,0,
1225,9,136,Maregões,2,
1226,19,137,Branquelas,1,
1227,22,137,Branquelas,3,
1228,43,137,Branquelas,0,
1229,44,137,Branquelas,0,
1230,45,137,Branquelas,1,
1231,20,137,Maregões,0,
1232,27,137,Maregões,0,
1233,33,137,Maregões,1,
1234,46,137,Maregões,1,
1235,1,138,Branquelas,0,
1236,5,138,Branquelas,0,
1237,8,138,Branquelas,0,
1238,12,138,Branquelas,2,
1239,37,138,Branquelas,1,
1240,49,138,Branquelas,0,
1241,3,138,Maregões,1,
1242,4,138,Maregões,0,
1243,9,138,Maregões,2,
1244,30,138,Maregões,1,
1245,39,138,Maregões,1,
1246,41,138,Maregões,0,
1247,5,139,Branquelas,1,
1248,8,139,Branquelas,1,
1249,9,139,Branquelas,3,
1250,12,139,Branquelas,1,
1251,30,139,Branquelas,3,
1252,39,139,Branquelas,3,
1253,49,139,Branquelas,2,
1254,4,139,Maregões,0,
1255,11,139,Maregões,0,
1256,37,139,Maregões,0,
1257,41,139,Maregões,1,
1258,4,140,Branquelas,0,
1259,5,140,Branquelas,1,
1260,9,140,Branquelas,1,
1261,30,140,Branquelas,0,
1262,1,140,Maregões,0,
1263,11,140,Maregões,0,
1264,12,140,Maregões,3,
1265,39,140,Maregões,2,
1266,41,140,Maregões,0,
1267,49,140,Maregões,0,
1268,19,141,Branquelas,1,
1269,20,141,Branquelas,1,
1270,22,141,Branquelas,0,
1271,33,141,Branquelas,0,
1272,13,141,Branquelas,0,
1273,46,141,Branquelas,2,
1274,48,141,Branquelas,1,
1275,1,141,Maregões,1,
1276,27,141,Maregões,0,
1277,44,141,Maregões,0,
1278,47,141,Maregões,1,
1279,1,142,Branquelas,0,
1280,3,142,Branquelas,0,
1281,4,142,Branquelas,0,
1282,11,142,Branquelas,0,
1283,12,142,Branquelas,0,
1284,37,142,Branquelas,0,
1285,2,142,Maregões,0,
1286,5,142,Maregões,2,
1287,30,142,Maregões,1,
1288,39,142,Maregões,2,
1289,41,142,Maregões,4,
1290,1,143,Branquelas,1,
1291,22,143,Branquelas,5,
1292,27,143,Branquelas,1,
1293,46,143,Branquelas,1,
1294,47,143,Branquelas,0,
1295,48,143,Branquelas,0,
1296,13,143,Maregões,0,
1297,19,143,Maregões,3,
1298,20,143,Maregões,2,
1299,43,143,Maregões,2,
1300,45,143,Maregões,2,
1301,1,144,Branquelas,1,
1302,4,144,Branquelas,0,
1303,5,144,Branquelas,2,
1304,8,144,Branquelas,1,
1305,9,144,Branquelas,2,
1306,41,144,Branquelas,2,
1307,11,144,Maregões,0,
1308,30,144,Maregões,0,
1309,37,144,Maregões,1,
1310,39,144,Maregões,4,
1311,49,144,Maregões,0,
1312,1,145,Branquelas,0,
1313,13,145,Branquelas,0,
1314,22,145,Branquelas,2,
1315,44,145,Branquelas,0,
1316,46,145,Branquelas,1,
1317,47,145,Branquelas,1,
1318,19,145,Maregões,2,
1319,20,145,Maregões,1,
1320,42,145,Maregões,1,
1321,45,145,Maregões,3,
1322,48,145,Maregões,0,
1323,1,146,Branquelas,4,
1324,2,146,Branquelas,0,
1325,4,146,Branquelas,1,
1326,9,146,Branquelas,3,
1327,37,146,Branquelas,2,
1328,39,146,Branquelas,0,
1329,5,146,Maregões,0,
1330,12,146,Maregões,4,
1331,30,146,Maregões,1,
1332,41,146,Maregões,0,
1333,49,146,Maregões,1,
